_id,productId,productName,price,size,color,fabric,productDescription,availableStock,averageRating,categoryName,promoName,discountPercentage
65e723db2b05f3456f8e3a64,125,Jupe crayon - Chic,48.38,M,Noir,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,59,3.02,Jupe,Fête des Mères,15
65e723db2b05f3456f8e3a65,126,Pull en tricot oversize - Oversize,81.47,M,Rose poudré,Acrylique,Pull en tricot oversize pour un confort maximal.,83,2.95,Pull,Fête des Mères,15
65e723db2b05f3456f8e3a66,127,Pyjama en jersey - Confortable,1.86,M,Rose pâle,Jersey,Pyjama en jersey pour une nuit confortable.,100,4.2,Pyjama,Vacances d'été,25
65e723db2b05f3456f8e3a67,128,T-shirt à manches longues - Décontracté,6.18,XL,Rouge,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,92,1.19,T-shirt,Promo Flash,30
65e723db2b05f3456f8e3a68,129,Robe longue fluide - Bohème,51.48,S,Bleu ciel,Viscose,Robe longue fluide pour un style bohème décontracté.,37,4.21,Robe,Solde de noël,40
65e723db2b05f3456f8e3a69,130,Manteau en laine - Chaud,33.15,XL,Noir,Laine,Manteau en laine pour rester au chaud avec style.,34,1.54,Manteau,Promo d'Automne,15
65e723db2b05f3456f8e3a6a,131,Chemisier à col lavallière - Classe,85.91,S,Noir,Soie,Chemisier à col lavallière classe pour un look féminin.,45,1.11,Chemisier,Cyber Monday,25
65e723db2b05f3456f8e3a6b,132,Tunique brodée - Bohème,1.66,S,Vert sauge,Coton,Tunique brodée bohème pour un style décontracté.,100,1.03,Tunique,Printemps Fleuri,20
65e723db2b05f3456f8e3a6c,133,Veste en jean - Vintage,53.16,XL,Noir,Denim,Veste en jean vintage pour un look rétro.,84,0.8,Denim,Solde d'hiver,35
65e723db2b05f3456f8e3a6d,134,Legging de sport - Sportif,68.35,S,Imprimé camouflage,Spandex,Legging de sport pour un look dynamique.,79,2.23,Sportswear,Cyber Monday,25
65e723db2b05f3456f8e3a6e,135,Parka imperméable - Chaud,74.73,XL,Gris,Nylon,Parka imperméable pour rester au chaud par temps humide.,39,4.47,Manteau,Rentrée Scolaire,50
65e723db2b05f3456f8e3a6f,136,Tunique brodée - Bohème,70.12,L,Rose poudré,Coton,Tunique brodée bohème pour un style décontracté.,94,1.29,Tunique,Vacances d'été,25
65e723db2b05f3456f8e3a70,137,Tunique brodée - Bohème,15.63,M,Moutarde,Coton,Tunique brodée bohème pour un style décontracté.,98,2.97,Tunique,Nouvel An,18
65e723db2b05f3456f8e3a71,138,Manteau en laine - Chaud,3.11,XL,Camel,Laine,Manteau en laine pour rester au chaud avec style.,99,2.36,Manteau,Halloween,20
65e723db2b05f3456f8e3a72,139,Jupe plissée - Chic,24.53,M,Blanc,Polyester,Jupe plissée chic pour un look féminin.,53,1.96,Jupe,Back to School,15
65e723db2b05f3456f8e3a73,140,Chemise oversize - Oversize,2.13,XL,Rose pâle,Coton,Chemise oversize pour un style décontracté.,33,0.7,Chemise,Halloween,20
65e723db2b05f3456f8e3a74,141,T-shirt à manches longues - Décontracté,66.4,XL,Bleu marine,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,44,2.42,T-shirt,Nouvel An,18
65e723db2b05f3456f8e3a75,142,Chemisier à volants - Chic,26.59,M,Bleu ciel,Coton,Chemisier à volants chic pour une allure féminine.,55,2.7,Chemisier,Black Friday,30
65e723db2b05f3456f8e3a76,143,Pantalon de survêtement - Sportif,41.82,M,Vert kaki,Polyester,Pantalon de survêtement sportif pour un look décontracté.,73,3.49,Sportswear,Promo Flash,30
65e723db2b05f3456f8e3a77,144,Short en lin - Décontracté,52.88,M,Bleu clair,Lin,Short décontracté en lin pour les journées ensoleillées.,34,4.24,Short,Black Friday,30
65e723db2b05f3456f8e3a78,145,Manteau en laine - Chaud,99.17,XL,Noir,Laine,Manteau en laine pour rester au chaud avec style.,26,2.9,Manteau,Fête des Mères,15
65e723db2b05f3456f8e3a79,146,Blouse en soie - Classe,0.95,S,Blanc,Soie,Blouse en soie pour un look classe et féminin.,3,2.27,Chemisier,Vacances d'été,25
65e723db2b05f3456f8e3a7a,147,Robe cocktail - Élégant,4.87,M,Bleu nuit,Polyester,Robe cocktail élégante pour les occasions spéciales.,70,4.18,Robe,Rentrée Scolaire,50
65e723db2b05f3456f8e3a7b,148,Pyjama en jersey - Confortable,62.9,M,Bleu clair,Jersey,Pyjama en jersey pour une nuit confortable.,39,1.22,Pyjama,Semaine du Client,20
65e723db2b05f3456f8e3a7c,149,T-shirt à manches longues - Décontracté,97.18,M,Gris,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,41,2.14,T-shirt,Cyber Monday,25
65e723db2b05f3456f8e3a7d,150,Pyjama en jersey - Confortable,28.94,XL,Gris chiné,Jersey,Pyjama en jersey pour une nuit confortable.,80,4.44,Pyjama,Promo d'Automne,15
65e723db2b05f3456f8e3a7e,151,Robe de soirée - Élégant,12.6,XS,Or,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,51,0.94,Robe,Solde d'été,40
65e723db2b05f3456f8e3a7f,152,Chemisier à col lavallière - Classe,4.8,M,Rose poudré,Soie,Chemisier à col lavallière classe pour un look féminin.,19,2.41,Chemisier,Cadeau Gratuit,5
65e723db2b05f3456f8e3a80,153,Tunique brodée - Bohème,63.48,S,Rose poudré,Coton,Tunique brodée bohème pour un style décontracté.,37,3.39,Tunique,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3a81,154,Pyjama en jersey - Confortable,66.15,XL,Gris chiné,Jersey,Pyjama en jersey pour une nuit confortable.,47,1.14,Pyjama,Fête du Travail,10
65e723db2b05f3456f8e3a82,155,Robe longue fluide - Bohème,31.69,S,Vert olive,Viscose,Robe longue fluide pour un style bohème décontracté.,6,2.46,Robe,Promo Flash,30
65e723db2b05f3456f8e3a83,156,Pyjama en flanelle - Confortable,43.64,S,Bleu ciel,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,83,2.31,Pyjama,Saint-Patrick,20
65e723db2b05f3456f8e3a84,157,Parka imperméable - Chaud,5.72,XL,Bleu marine,Nylon,Parka imperméable pour rester au chaud par temps humide.,32,3.37,Manteau,Solde de noël,40
65e723db2b05f3456f8e3a85,158,Legging de sport - Sportif,96.12,XL,Gris,Spandex,Legging de sport pour un look dynamique.,72,1.71,Sportswear,Solde d'été,40
65e723db2b05f3456f8e3a86,159,Robe longue fluide - Bohème,17.99,S,Jaune moutarde,Viscose,Robe longue fluide pour un style bohème décontracté.,80,1.6,Robe,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3a87,160,Chemisier à volants - Chic,74.44,L,Bleu ciel,Coton,Chemisier à volants chic pour une allure féminine.,98,2.06,Chemisier,Cyber Monday,25
65e723db2b05f3456f8e3a88,161,Short en jean - Décontracté,98.33,S,Rose,Denim,Short en jean décontracté pour un look estival.,50,1.48,Short,Back to School,15
65e723db2b05f3456f8e3a89,162,Robe de soirée - Élégant,1.67,S,Or,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,31,3.64,Robe,Printemps Fleuri,20
65e723db2b05f3456f8e3a8a,163,Pyjama en jersey - Confortable,26.29,S,Gris chiné,Jersey,Pyjama en jersey pour une nuit confortable.,13,3.62,Pyjama,Black Friday,30
65e723db2b05f3456f8e3a8b,164,Robe midi - Élégant,22.11,M,Rouge,Polyester,Robe midi élégante pour un look tendance.,97,1.76,Robe,Rentrée Scolaire,50
65e723db2b05f3456f8e3a8c,165,Chemise élégante - Classe,92.36,L,Rayures fines,Coton,Chemise élégante en coton pour un style raffiné.,63,2.09,Chemise,Solde de noël,40
65e723db2b05f3456f8e3a8d,166,Robe longue fluide - Bohème,31.7,M,Vert olive,Viscose,Robe longue fluide pour un style bohème décontracté.,24,4.09,Robe,Halloween,20
65e723db2b05f3456f8e3a8e,167,Blouse en soie - Classe,98.52,S,Blanc,Soie,Blouse en soie pour un look classe et féminin.,8,4.21,Chemisier,Promo Flash,30
65e723db2b05f3456f8e3a8f,168,Chemisier à volants - Chic,67.57,M,Bleu ciel,Coton,Chemisier à volants chic pour une allure féminine.,8,1.98,Chemisier,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3a90,169,Blouse en soie - Classe,7.38,M,Blanc,Soie,Blouse en soie pour un look classe et féminin.,25,2.68,Chemisier,Cyber Monday,25
65e723db2b05f3456f8e3a91,170,Jupe plissée - Chic,16.83,M,Vert émeraude,Polyester,Jupe plissée chic pour un look féminin.,25,0.97,Jupe,Black Friday,30
65e723db2b05f3456f8e3a92,171,Robe cocktail - Élégant,93.95,S,Argenté,Polyester,Robe cocktail élégante pour les occasions spéciales.,39,0.51,Robe,Spécial Anniversaire,10
65e723db2b05f3456f8e3a93,172,Tunique brodée - Bohème,74.44,S,Bleu ciel,Coton,Tunique brodée bohème pour un style décontracté.,79,4.29,Tunique,Saint-Patrick,20
65e723db2b05f3456f8e3a94,173,T-shirt basique - Décontracté,68.26,XXL,Gris,Coton,T-shirt décontracté en coton pour un look confortable.,5,3.25,T-shirt,Cadeau Gratuit,5
65e723db2b05f3456f8e3a95,174,Robe de soirée - Élégant,29.09,L,Bleu marine,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,99,4.42,Robe,Black Friday,30
65e723db2b05f3456f8e3a96,175,Parka imperméable - Chaud,78.13,M,Rouge,Nylon,Parka imperméable pour rester au chaud par temps humide.,36,3.83,Manteau,Promo Flash,30
65e723db2b05f3456f8e3a97,176,Robe cocktail - Élégant,99.09,M,Rouge vif,Polyester,Robe cocktail élégante pour les occasions spéciales.,72,3,Robe,Solde d'été,40
65e723db2b05f3456f8e3a98,177,Manteau en laine - Chaud,23.29,XXL,Camel,Laine,Manteau en laine pour rester au chaud avec style.,13,1.74,Manteau,Back to School,15
65e723db2b05f3456f8e3a99,178,Robe longue fluide - Bohème,94.11,M,Violet,Viscose,Robe longue fluide pour un style bohème décontracté.,17,4.1,Robe,Spécial Étudiants,10
65e723db2b05f3456f8e3a9a,179,Robe cocktail - Élégant,22.9,M,Rouge vif,Polyester,Robe cocktail élégante pour les occasions spéciales.,81,3.19,Robe,Printemps Fleuri,20
65e723db2b05f3456f8e3a9b,180,Ensemble de jogging - Sportif,68.69,M,Gris,Polyester,Ensemble de jogging sportif pour un style décontracté.,33,3.43,Sportswear,Spécial Étudiants,10
65e723db2b05f3456f8e3a9c,181,Blouse en soie - Classe,79.36,M,Rouge,Soie,Blouse en soie pour un look classe et féminin.,91,4.06,Chemisier,Spécial Étudiants,10
65e723db2b05f3456f8e3a9d,182,Robe de soirée - Élégant,66.37,M,Argent,Soie,Robe de soirée élégante en soie pour une allure sophistiquée.,49,1.88,Robe,Black Friday,30
65e723db2b05f3456f8e3a9e,183,Chemise élégante - Classe,50.98,L,Bleu clair,Coton,Chemise élégante en coton pour un style raffiné.,43,2.16,Chemise,Cadeau Gratuit,5
65e723db2b05f3456f8e3a9f,184,Jupe crayon - Chic,42.34,XL,Bleu marine,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,93,2.97,Jupe,Spécial Étudiants,10
65e723db2b05f3456f8e3aa0,185,Chemise oversize - Oversize,18.9,XL,Blanc,Coton,Chemise oversize pour un style décontracté.,97,2.99,Chemise,Promo Flash,30
65e723db2b05f3456f8e3aa1,186,Sweat à capuche oversize - Oversize,62.41,S,Vert kaki,Coton,Sweat à capuche oversize pour un confort maximal.,3,2.83,Pull,Spécial Étudiants,10
65e723db2b05f3456f8e3aa2,187,Jupe crayon - Chic,54.09,S,Noir,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,73,3.98,Jupe,Printemps Fleuri,20
65e723db2b05f3456f8e3aa3,188,Short en jean - Décontracté,36.4,XL,Vert,Denim,Short en jean décontracté pour un look estival.,31,0.89,Short,Black Friday,30
65e723db2b05f3456f8e3aa4,189,Chemisier à col lavallière - Classe,81.86,S,Bleu ciel,Soie,Chemisier à col lavallière classe pour un look féminin.,34,2.98,Chemisier,Black Friday,30
65e723db2b05f3456f8e3aa5,190,Legging de sport - Sportif,70.35,XL,Noir,Spandex,Legging de sport pour un look dynamique.,9,2.13,Sportswear,Promo d'Automne,15
65e723db2b05f3456f8e3aa6,191,T-shirt à manches longues - Décontracté,60.57,M,Rouge,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,88,3.52,T-shirt,Cadeau Gratuit,5
65e723db2b05f3456f8e3aa7,192,T-shirt à manches longues - Décontracté,33.49,XL,Blanc,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,60,2.12,T-shirt,Fête du Travail,10
65e723db2b05f3456f8e3aa8,193,Pantalon de survêtement - Sportif,66.66,XXL,Vert kaki,Polyester,Pantalon de survêtement sportif pour un look décontracté.,53,1.65,Sportswear,Vacances d'été,25
65e723db2b05f3456f8e3aa9,194,Sweat à capuche oversize - Oversize,18.07,M,Bleu marine,Coton,Sweat à capuche oversize pour un confort maximal.,23,0.53,Pull,Spécial Étudiants,10
65e723db2b05f3456f8e3aaa,195,Blouse en soie - Classe,6.91,M,Noir,Soie,Blouse en soie pour un look classe et féminin.,69,1.98,Chemisier,Printemps Fleuri,20
65e723db2b05f3456f8e3aab,196,Short en jean - Décontracté,82.65,M,Bleu délavé,Denim,Short en jean décontracté pour un look estival.,5,3.12,Short,Solde de noël,40
65e723db2b05f3456f8e3aac,197,Pyjama en flanelle - Confortable,67.99,S,Gris à carreaux,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,68,0.56,Pyjama,Black Friday,30
65e723db2b05f3456f8e3aad,198,Blazer ajusté - Chic,90.05,L,Bleu marine,Polyester,Blazer ajusté chic pour un look professionnel.,1,0.76,Blazer,Spécial Étudiants,10
65e723db2b05f3456f8e3aae,199,Legging de sport - Sportif,56.39,L,Gris,Spandex,Legging de sport pour un look dynamique.,32,1.36,Sportswear,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3aaf,200,Manteau en laine - Chaud,52.28,L,Gris,Laine,Manteau en laine pour rester au chaud avec style.,49,0.53,Manteau,Promo d'Automne,15
65e723db2b05f3456f8e3ab0,201,Robe midi - Élégant,57.11,L,Imprimé géométrique,Polyester,Robe midi élégante pour un look tendance.,15,3.8,Robe,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3ab1,202,Short en jean - Décontracté,38.57,S,Rose,Denim,Short en jean décontracté pour un look estival.,10,3.86,Short,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3ab2,203,Veste en velours - Vintage,81.05,L,Bleu nuit,Velours,Veste en velours vintage pour une touche rétro.,84,3.5,Veste,Spécial Étudiants,10
65e723db2b05f3456f8e3ab3,204,Robe midi - Élégant,47.68,XL,Rouge,Polyester,Robe midi élégante pour un look tendance.,9,3.86,Robe,Spécial Anniversaire,10
65e723db2b05f3456f8e3ab4,205,Veste en velours - Vintage,66.73,L,Bordeaux,Velours,Veste en velours vintage pour une touche rétro.,50,4.07,Veste,Vacances d'été,25
65e723db2b05f3456f8e3ab5,206,Pantalon de survêtement - Sportif,65.27,S,Noir,Polyester,Pantalon de survêtement sportif pour un look décontracté.,66,1.45,Sportswear,Fête du Travail,10
65e723db2b05f3456f8e3ab6,207,Veste en velours - Vintage,3.25,L,Marron,Velours,Veste en velours vintage pour une touche rétro.,45,3.72,Veste,Back to School,15
65e723db2b05f3456f8e3ab7,208,Parka imperméable - Chaud,36.38,M,Noir,Nylon,Parka imperméable pour rester au chaud par temps humide.,34,0.68,Manteau,Rentrée Scolaire,50
65e723db2b05f3456f8e3ab8,209,Robe midi - Élégant,92.03,S,Noir,Polyester,Robe midi élégante pour un look tendance.,57,1.63,Robe,Saint-Valentin,15
65e723db2b05f3456f8e3ab9,210,Pantalon taille haute - Vintage,17.38,XL,Vert forêt,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,17,3.75,Pantalon,Spécial Étudiants,10
65e723db2b05f3456f8e3aba,211,Veste en jean - Vintage,11.58,L,Vert,Denim,Veste en jean vintage pour un look rétro.,16,1.26,Denim,Promo Flash,30
65e723db2b05f3456f8e3abb,212,Legging de sport - Sportif,36.31,XL,Rose,Spandex,Legging de sport pour un look dynamique.,94,1.28,Sportswear,Semaine du Client,20
65e723db2b05f3456f8e3abc,213,T-shirt à manches longues - Décontracté,3.18,XXL,Blanc,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,38,0.84,T-shirt,Spécial Anniversaire,10
65e723db2b05f3456f8e3abd,214,Pyjama en flanelle - Confortable,26.62,XL,Violet clair,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,100,1.75,Pyjama,Spécial Anniversaire,10
65e723db2b05f3456f8e3abe,215,T-shirt basique - Décontracté,94.43,XXS,Jaune,Coton,T-shirt décontracté en coton pour un look confortable.,66,1.95,T-shirt,Vacances d'été,25
65e723db2b05f3456f8e3abf,216,Jupe plissée - Chic,87.25,M,Blanc,Polyester,Jupe plissée chic pour un look féminin.,53,1.23,Jupe,Saint-Valentin,15
65e723db2b05f3456f8e3ac0,217,Sweat à capuche oversize - Oversize,56.68,XXL,Vert kaki,Coton,Sweat à capuche oversize pour un confort maximal.,44,4.15,Pull,Cyber Monday,25
65e723db2b05f3456f8e3ac1,218,Legging de sport - Sportif,66.5,M,Bleu marine,Spandex,Legging de sport pour un look dynamique.,40,1.07,Sportswear,Rentrée Scolaire,50
65e723db2b05f3456f8e3ac2,219,Ensemble de jogging - Sportif,70.59,M,Gris,Polyester,Ensemble de jogging sportif pour un style décontracté.,36,3.42,Sportswear,Saint-Valentin,15
65e723db2b05f3456f8e3ac3,220,Chemise oversize - Oversize,45.28,L,Gris chiné,Coton,Chemise oversize pour un style décontracté.,61,1.4,Chemise,Solde de noël,40
65e723db2b05f3456f8e3ac4,221,Robe longue fluide - Bohème,52.57,S,Rose saumon,Viscose,Robe longue fluide pour un style bohème décontracté.,73,2.65,Robe,Nouvel An,18
65e723db2b05f3456f8e3ac5,222,Chemise élégante - Classe,5.33,S,Noir,Coton,Chemise élégante en coton pour un style raffiné.,56,3.82,Chemise,Nouvel An,18
65e723db2b05f3456f8e3ac6,223,Chemise élégante - Classe,97.05,L,Blanc,Coton,Chemise élégante en coton pour un style raffiné.,43,2.32,Chemise,Rentrée Scolaire,50
65e723db2b05f3456f8e3ac7,224,Pull en tricot oversize - Oversize,23.12,L,Bleu ciel,Acrylique,Pull en tricot oversize pour un confort maximal.,62,1.14,Pull,Saint-Valentin,15
65e723db2b05f3456f8e3ac8,225,Blazer ajusté - Chic,61.38,L,Bordeaux,Polyester,Blazer ajusté chic pour un look professionnel.,97,2.56,Blazer,Spécial Anniversaire,10
65e723db2b05f3456f8e3ac9,226,Blouse en soie - Classe,65.16,L,Imprimé floral,Soie,Blouse en soie pour un look classe et féminin.,94,0.57,Chemisier,Promo d'Automne,15
65e723db2b05f3456f8e3aca,227,Jupe crayon - Chic,25.03,M,Bleu marine,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,22,0.7,Jupe,Spécial Étudiants,10
65e723db2b05f3456f8e3acb,228,Ensemble de jogging - Sportif,11.77,XL,Gris,Polyester,Ensemble de jogging sportif pour un style décontracté.,88,0.53,Sportswear,Semaine du Client,20
65e723db2b05f3456f8e3acc,229,Pantalon taille haute - Vintage,92.65,M,Bleu marine,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,97,1.05,Pantalon,Vacances d'été,25
65e723db2b05f3456f8e3acd,230,Tunique brodée - Bohème,36.93,M,Vert sauge,Coton,Tunique brodée bohème pour un style décontracté.,90,2.32,Tunique,Solde d'été,40
65e723db2b05f3456f8e3ace,231,Manteau en laine - Chaud,57.92,XL,Noir,Laine,Manteau en laine pour rester au chaud avec style.,48,4.08,Manteau,Solde d'été,40
65e723db2b05f3456f8e3acf,232,Pyjama en jersey - Confortable,80.3,L,Gris chiné,Jersey,Pyjama en jersey pour une nuit confortable.,94,2.37,Pyjama,Cadeau Gratuit,5
65e723db2b05f3456f8e3ad0,233,Pyjama en flanelle - Confortable,45.63,L,Violet clair,Flanelle,Pyjama en flanelle pour une nuit de sommeil confortable.,29,2.81,Pyjama,Saint-Patrick,20
65e723db2b05f3456f8e3ad1,234,Pantalon taille haute - Vintage,98.38,M,Jaune moutarde,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,92,0.79,Pantalon,Fête du Travail,10
65e723db2b05f3456f8e3ad2,235,Robe cocktail - Élégant,78.03,XS,Bleu nuit,Polyester,Robe cocktail élégante pour les occasions spéciales.,14,4.37,Robe,Solde d'hiver,35
65e723db2b05f3456f8e3ad3,236,Veste en velours - Vintage,35.85,L,Marron,Velours,Veste en velours vintage pour une touche rétro.,26,3.23,Veste,Promo Flash,30
65e723db2b05f3456f8e3ad4,237,Pantalon taille haute - Vintage,75.16,XL,Carreaux rétro,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,38,4.05,Pantalon,Spécial Étudiants,10
65e723db2b05f3456f8e3ad5,238,Jupe plissée - Chic,9.74,S,Noir,Polyester,Jupe plissée chic pour un look féminin.,2,0.96,Jupe,Cyber Monday,25
65e723db2b05f3456f8e3ad6,239,Robe cocktail - Élégant,36.8,S,Argenté,Polyester,Robe cocktail élégante pour les occasions spéciales.,50,3.71,Robe,Promo Flash,30
65e723db2b05f3456f8e3ad7,240,Blouse en soie - Classe,41.22,L,Imprimé floral,Soie,Blouse en soie pour un look classe et féminin.,65,3.03,Chemisier,Spécial Anniversaire,10
65e723db2b05f3456f8e3ad8,241,Pull en tricot oversize - Oversize,23,S,Gris clair,Acrylique,Pull en tricot oversize pour un confort maximal.,59,3.3,Pull,Saint-Patrick,20
65e723db2b05f3456f8e3ad9,242,Legging de sport - Sportif,39.88,L,Bleu marine,Spandex,Legging de sport pour un look dynamique.,35,3.32,Sportswear,Solde de noël,40
65e723db2b05f3456f8e3ada,243,Pantalon taille haute - Vintage,42.93,XL,Marron,Velours côtelé,Pantalon taille haute vintage pour une touche rétro.,83,3.4,Pantalon,Solde de noël,40
65e723db2b05f3456f8e3adb,244,Ensemble de jogging - Sportif,25.41,M,Rouge,Polyester,Ensemble de jogging sportif pour un style décontracté.,15,1.99,Sportswear,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3adc,245,Pull en tricot oversize - Oversize,17.04,L,Mauve,Acrylique,Pull en tricot oversize pour un confort maximal.,5,2.72,Pull,Rentrée Scolaire,50
65e723db2b05f3456f8e3add,246,Pyjama en jersey - Confortable,4.97,XL,Rayures fines,Jersey,Pyjama en jersey pour une nuit confortable.,43,2.31,Pyjama,Nouvel An,18
65e723db2b05f3456f8e3ade,247,Pyjama en jersey - Confortable,36.88,S,Bleu clair,Jersey,Pyjama en jersey pour une nuit confortable.,89,0.95,Pyjama,Printemps Fleuri,20
65e723db2b05f3456f8e3adf,248,Veste en velours - Vintage,85.05,M,Marron,Velours,Veste en velours vintage pour une touche rétro.,28,1.76,Veste,Saint-Patrick,20
65e723db2b05f3456f8e3ae0,249,Parka imperméable - Chaud,1.76,XL,Gris,Nylon,Parka imperméable pour rester au chaud par temps humide.,55,1.96,Manteau,Promo Flash,30
